aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
153,652.3,2023-04-15:20,62.7,34,82,55,32.7,2023-04-16T01:30:00,2023-04-15T20:00:00,1681588800
153,728.7,2023-04-15:19,71.3,33,88,58,38.3,2023-04-16T00:30:00,2023-04-15T19:00:00,1681585200
173,805,2023-04-15:18,80,32,94,73,44,2023-04-15T23:30:00,2023-04-15T18:00:00,1681581600
169,626.7,2023-04-15:17,60.7,56.7,85.3,70,37.7,2023-04-15T22:30:00,2023-04-15T17:00:00,1681578000
153,448.3,2023-04-15:16,41.3,81.3,76.7,55,31.3,2023-04-15T21:30:00,2023-04-15T16:00:00,1681574400
148,270,2023-04-15:15,22,106,68,53,25,2023-04-15T20:30:00,2023-04-15T15:00:00,1681570800
123,240,2023-04-15:14,15.7,123.7,61.7,44,24.3,2023-04-15T19:30:00,2023-04-15T14:00:00,1681567200
112,210,2023-04-15:13,9.3,141.3,55.3,40,23.7,2023-04-15T18:30:00,2023-04-15T13:00:00,1681563600
110,180,2023-04-15:12,3,159,49,39,23,2023-04-15T17:30:00,2023-04-15T12:00:00,1681560000
107,171.7,2023-04-15:11,2.3,157,54,38,21.7,2023-04-15T16:30:00,2023-04-15T11:00:00,1681556400
115,163.3,2023-04-15:10,1.7,155,59,41,20.3,2023-04-15T15:30:00,2023-04-15T10:00:00,1681552800
91,155,2023-04-15:09,1,153,64,31,19,2023-04-15T14:30:00,2023-04-15T09:00:00,1681549200
89,156.3,2023-04-15:08,1.3,151,64.3,27,18.7,2023-04-15T13:30:00,2023-04-15T08:00:00,1681545600
86,157.7,2023-04-15:07,1.7,149,64.7,24,18.3,2023-04-15T12:30:00,2023-04-15T07:00:00,1681542000
84,159,2023-04-15:06,2,147,65,23,18,2023-04-15T11:30:00,2023-04-15T06:00:00,1681538400
72,167.3,2023-04-15:05,3.3,135.3,66.7,22,19.7,2023-04-15T10:30:00,2023-04-15T05:00:00,1681534800
67,175.7,2023-04-15:04,4.7,123.7,68.3,20,21.3,2023-04-15T09:30:00,2023-04-15T04:00:00,1681531200
69,184,2023-04-15:03,6,112,70,21,23,2023-04-15T08:30:00,2023-04-15T03:00:00,1681527600
69,177.3,2023-04-15:02,4.7,111,68,21,22.7,2023-04-15T07:30:00,2023-04-15T02:00:00,1681524000
72,170.7,2023-04-15:01,3.3,110,66,22,22.3,2023-04-15T06:30:00,2023-04-15T01:00:00,1681520400
69,164,2023-04-15:00,2,109,64,21,22,2023-04-15T05:30:00,2023-04-15T00:00:00,1681516800
67,182.3,2023-04-14:23,3.7,107.7,63.3,20,23.3,2023-04-15T04:30:00,2023-04-14T23:00:00,1681513200
95,200.7,2023-04-14:22,5.3,106.3,62.7,33,24.7,2023-04-15T03:30:00,2023-04-14T22:00:00,1681509600
87,219,2023-04-14:21,7,105,62,29,26,2023-04-15T02:30:00,2023-04-14T21:00:00,1681506000
76,291.7,2023-04-14:20,17.7,92,68,24,27.3,2023-04-15T01:30:00,2023-04-14T20:00:00,1681502400
78,364.3,2023-04-14:19,28.3,79,74,25,28.7,2023-04-15T00:30:00,2023-04-14T19:00:00,1681498800
168,437,2023-04-14:18,39,66,80,69,30,2023-04-14T23:30:00,2023-04-14T18:00:00,1681495200
188,430.3,2023-04-14:17,42.3,69.3,81.3,61,29.7,2023-04-14T22:30:00,2023-04-14T17:00:00,1681491600
172,423.7,2023-04-14:16,45.7,72.7,82.7,72,29.3,2023-04-14T21:30:00,2023-04-14T16:00:00,1681488000
173,417,2023-04-14:15,49,76,84,73,29,2023-04-14T20:30:00,2023-04-14T15:00:00,1681484400
177,335.3,2023-04-14:14,33.3,104.7,75.3,56.5,25.7,2023-04-14T19:30:00,2023-04-14T14:00:00,1681480800
164,253.7,2023-04-14:13,17.7,133.3,66.7,66,22.3,2023-04-14T18:30:00,2023-04-14T13:00:00,1681477200
139,172,2023-04-14:12,2,162,58,50,19,2023-04-14T17:30:00,2023-04-14T12:00:00,1681473600
151,169.7,2023-04-14:11,2,165.7,56.3,56,19.7,2023-04-14T16:30:00,2023-04-14T11:00:00,1681470000
142,167.3,2023-04-14:10,2,169.3,54.7,51,20.3,2023-04-14T15:30:00,2023-04-14T10:00:00,1681466400
123,165,2023-04-14:09,2,173,53,44,21,2023-04-14T14:30:00,2023-04-14T09:00:00,1681462800
121,167.3,2023-04-14:08,2,171.7,53.7,43,22.3,2023-04-14T13:30:00,2023-04-14T08:00:00,1681459200
107,169.7,2023-04-14:07,2,170.3,54.3,38,23.7,2023-04-14T12:30:00,2023-04-14T07:00:00,1681455600
134,172,2023-04-14:06,2,169,55,48,25,2023-04-14T11:30:00,2023-04-14T06:00:00,1681452000
123,220,2023-04-14:05,5.7,152,62.3,44,30,2023-04-14T10:30:00,2023-04-14T05:00:00,1681448400
89,268,2023-04-14:04,9.3,135,69.7,30,35,2023-04-14T09:30:00,2023-04-14T04:00:00,1681444800
152,316,2023-04-14:03,13,118,77,57,40,2023-04-14T08:30:00,2023-04-14T03:00:00,1681441200
152,310,2023-04-14:02,11.7,107.3,75,57,42,2023-04-14T07:30:00,2023-04-14T02:00:00,1681437600
179,304,2023-04-14:01,10.3,96.7,73,54.75,44,2023-04-14T06:30:00,2023-04-14T01:00:00,1681434000
164,298,2023-04-14:00,9,86,71,66,46,2023-04-14T05:30:00,2023-04-14T00:00:00,1681430400
164,437,2023-04-13:23,27,73.3,78,66,46.3,2023-04-14T04:30:00,2023-04-13T23:00:00,1681426800
152,576,2023-04-13:22,45,60.7,85,57,46.7,2023-04-14T03:30:00,2023-04-13T22:00:00,1681423200
157,715,2023-04-13:21,63,48,92,61,47,2023-04-14T02:30:00,2023-04-13T21:00:00,1681419600
157,633.3,2023-04-13:20,58.3,55.3,89.3,61,43.3,2023-04-14T01:30:00,2023-04-13T20:00:00,1681416000
160,551.7,2023-04-13:19,53.7,62.7,86.7,63,39.7,2023-04-14T00:30:00,2023-04-13T19:00:00,1681412400
172,470,2023-04-13:18,49,70,84,72,36,2023-04-13T23:30:00,2023-04-13T18:00:00,1681408800
167,395.3,2023-04-13:17,39,85,82.3,68,33,2023-04-13T22:30:00,2023-04-13T17:00:00,1681405200
163,320.7,2023-04-13:16,29,100,80.7,65,30,2023-04-13T21:30:00,2023-04-13T16:00:00,1681401600
187,246,2023-04-13:15,19,115,79,59.25,27,2023-04-13T20:30:00,2023-04-13T15:00:00,1681398000
165,219.7,2023-04-13:14,13.3,131.3,73,67,27,2023-04-13T19:30:00,2023-04-13T14:00:00,1681394400
163,193.3,2023-04-13:13,7.7,147.7,67,65,27,2023-04-13T18:30:00,2023-04-13T13:00:00,1681390800
159,167,2023-04-13:12,2,164,61,45.75,27,2023-04-13T17:30:00,2023-04-13T12:00:00,1681387200
153,161,2023-04-13:11,1.7,166,55.7,55,27,2023-04-13T16:30:00,2023-04-13T11:00:00,1681383600
153,155,2023-04-13:10,1.3,168,50.3,37.75,27,2023-04-13T15:30:00,2023-04-13T10:00:00,1681380000
151,149,2023-04-13:09,1,170,45,33.75,27,2023-04-13T14:30:00,2023-04-13T09:00:00,1681376400
145,152.7,2023-04-13:08,1.3,168.3,45.7,34.25,29.7,2023-04-13T13:30:00,2023-04-13T08:00:00,1681372800
137,156.3,2023-04-13:07,1.7,166.7,46.3,34.75,32.3,2023-04-13T12:30:00,2023-04-13T07:00:00,1681369200
121,160,2023-04-13:06,2,165,47,43,35,2023-04-13T11:30:00,2023-04-13T06:00:00,1681365600
121,199.7,2023-04-13:05,6.7,142.3,44.3,43,32.7,2023-04-13T10:30:00,2023-04-13T05:00:00,1681362000
142,239.3,2023-04-13:04,11.3,119.7,41.7,31.25,30.3,2023-04-13T09:30:00,2023-04-13T04:00:00,1681358400
151,279,2023-04-13:03,16,97,39,29.25,28,2023-04-13T08:30:00,2023-04-13T03:00:00,1681354800
156,308.3,2023-04-13:02,20.7,80.3,40.3,30.25,27.3,2023-04-13T07:30:00,2023-04-13T02:00:00,1681351200
173,337.7,2023-04-13:01,25.3,63.7,41.7,31.25,26.7,2023-04-13T06:30:00,2023-04-13T01:00:00,1681347600
160,367,2023-04-13:00,30,47,43,32.25,26,2023-04-13T05:30:00,2023-04-13T00:00:00,1681344000
160,369,2023-04-12:23,32,48,43.7,32.75,26,2023-04-13T04:30:00,2023-04-12T23:00:00,1681340400
153,371,2023-04-12:22,34,49,44.3,33.25,26,2023-04-13T03:30:00,2023-04-12T22:00:00,1681336800
155,373,2023-04-12:21,36,50,45,33.75,26,2023-04-13T02:30:00,2023-04-12T21:00:00,1681333200
159,310,2023-04-12:20,27.3,63.7,44.3,33.25,23.7,2023-04-13T01:30:00,2023-04-12T20:00:00,1681329600
156,247,2023-04-12:19,18.7,77.3,43.7,32.75,21.3,2023-04-13T00:30:00,2023-04-12T19:00:00,1681326000
173,184,2023-04-12:18,10,91,43,32.25,19,2023-04-12T23:30:00,2023-04-12T18:00:00,1681322400
168,193.7,2023-04-12:17,11.7,94.3,46.3,34.75,19.3,2023-04-12T22:30:00,2023-04-12T17:00:00,1681318800
156,203.3,2023-04-12:16,13.3,97.7,49.7,37.25,19.7,2023-04-12T21:30:00,2023-04-12T16:00:00,1681315200
163,213,2023-04-12:15,15,101,53,39.75,20,2023-04-12T20:30:00,2023-04-12T15:00:00,1681311600
164,193,2023-04-12:14,10.7,118,51,38.25,21.3,2023-04-12T19:30:00,2023-04-12T14:00:00,1681308000
153,173,2023-04-12:13,6.3,135,49,36.75,22.7,2023-04-12T18:30:00,2023-04-12T13:00:00,1681304400
148,153,2023-04-12:12,2,152,47,35.25,24,2023-04-12T17:30:00,2023-04-12T12:00:00,1681300800
139,148,2023-04-12:11,1.7,154.3,44.7,33.5,25,2023-04-12T16:30:00,2023-04-12T11:00:00,1681297200
150,143,2023-04-12:10,1.3,156.7,42.3,31.75,26,2023-04-12T15:30:00,2023-04-12T10:00:00,1681293600
145,138,2023-04-12:09,1,159,40,30,27,2023-04-12T14:30:00,2023-04-12T09:00:00,1681290000
137,142.3,2023-04-12:08,1,159.3,41,30.75,29.7,2023-04-12T13:30:00,2023-04-12T08:00:00,1681286400
115,146.7,2023-04-12:07,1,159.7,42,41,32.3,2023-04-12T12:30:00,2023-04-12T07:00:00,1681282800
131,151,2023-04-12:06,1,160,43,32.25,35,2023-04-12T11:30:00,2023-04-12T06:00:00,1681279200
153,202.7,2023-04-12:05,5.3,141.3,45,33.75,32.3,2023-04-12T10:30:00,2023-04-12T05:00:00,1681275600
157,254.3,2023-04-12:04,9.7,122.7,47,35.25,29.7,2023-04-12T09:30:00,2023-04-12T04:00:00,1681272000
169,306,2023-04-12:03,14,104,49,36.75,27,2023-04-12T08:30:00,2023-04-12T03:00:00,1681268400
176,282.7,2023-04-12:02,13.3,85.7,45,33.75,24,2023-04-12T07:30:00,2023-04-12T02:00:00,1681264800
165,259.3,2023-04-12:01,12.7,67.3,41,30.75,21,2023-04-12T06:30:00,2023-04-12T01:00:00,1681261200
180,236,2023-04-12:00,12,49,37,27.75,18,2023-04-12T05:30:00,2023-04-12T00:00:00,1681257600
191,206.3,2023-04-11:23,10,56.7,33.3,25,16,2023-04-12T04:30:00,2023-04-11T23:00:00,1681254000
104,176.7,2023-04-11:22,8,64.3,29.7,22.25,14,2023-04-12T03:30:00,2023-04-11T22:00:00,1681250400
121,147,2023-04-11:21,6,72,26,19.5,12,2023-04-12T02:30:00,2023-04-11T21:00:00,1681246800
134,150.7,2023-04-11:20,6.7,76.7,26.7,20,13.7,2023-04-12T01:30:00,2023-04-11T20:00:00,1681243200
148,154.3,2023-04-11:19,7.3,81.3,27.3,20.5,15.3,2023-04-12T00:30:00,2023-04-11T19:00:00,1681239600
159,158,2023-04-11:18,8,86,28,21,17,2023-04-11T23:30:00,2023-04-11T18:00:00,1681236000
159,163.7,2023-04-11:17,9.3,88.7,30,22.5,17.3,2023-04-11T22:30:00,2023-04-11T17:00:00,1681232400
164,169.3,2023-04-11:16,10.7,91.3,32,24,17.7,2023-04-11T21:30:00,2023-04-11T16:00:00,1681228800
165,175,2023-04-11:15,12,94,34,25.5,18,2023-04-11T20:30:00,2023-04-11T15:00:00,1681225200
150,158.7,2023-04-11:14,8.7,107.3,31.7,23.75,18.3,2023-04-11T19:30:00,2023-04-11T14:00:00,1681221600
129,142.3,2023-04-11:13,5.3,120.7,29.3,22,18.7,2023-04-11T18:30:00,2023-04-11T13:00:00,1681218000
104,126,2023-04-11:12,2,134,27,20.25,19,2023-04-11T17:30:00,2023-04-11T12:00:00,1681214400
98,123.7,2023-04-11:11,1.7,136.3,28.7,21.5,20,2023-04-11T16:30:00,2023-04-11T11:00:00,1681210800
95,121.3,2023-04-11:10,1.3,138.7,30.3,22.75,21,2023-04-11T15:30:00,2023-04-11T10:00:00,1681207200
91,119,2023-04-11:09,1,141,32,31,22,2023-04-11T14:30:00,2023-04-11T09:00:00,1681203600
95,118.3,2023-04-11:08,1,140.7,32.7,24.5,23,2023-04-11T13:30:00,2023-04-11T08:00:00,1681200000
95,117.7,2023-04-11:07,1,140.3,33.3,33,24,2023-04-11T12:30:00,2023-04-11T07:00:00,1681196400
89,117,2023-04-11:06,1,140,34,30,25,2023-04-11T11:30:00,2023-04-11T06:00:00,1681192800
126,126.7,2023-04-11:05,2.3,129,34,25.5,21.3,2023-04-11T10:30:00,2023-04-11T05:00:00,1681189200
121,136.3,2023-04-11:04,3.7,118,34,25.5,17.7,2023-04-11T09:30:00,2023-04-11T04:00:00,1681185600
155,146,2023-04-11:03,5,107,34,25.5,14,2023-04-11T08:30:00,2023-04-11T03:00:00,1681182000
167,151.7,2023-04-11:02,5.7,92.7,34.3,25.75,14,2023-04-11T07:30:00,2023-04-11T02:00:00,1681178400
156,157.3,2023-04-11:01,6.3,78.3,34.7,26,14,2023-04-11T06:30:00,2023-04-11T01:00:00,1681174800
155,163,2023-04-11:00,7,64,35,26.25,14,2023-04-11T05:30:00,2023-04-11T00:00:00,1681171200
155,154.3,2023-04-10:23,6.7,67.7,33.3,25,13.3,2023-04-11T04:30:00,2023-04-10T23:00:00,1681167600
167,145.7,2023-04-10:22,6.3,71.3,31.7,23.75,12.7,2023-04-11T03:30:00,2023-04-10T22:00:00,1681164000
157,137,2023-04-10:21,6,75,30,22.5,12,2023-04-11T02:30:00,2023-04-10T21:00:00,1681160400
157,139.7,2023-04-10:20,7,76.3,29.3,22,12.3,2023-04-11T01:30:00,2023-04-10T20:00:00,1681156800
161,142.3,2023-04-10:19,8,77.7,28.7,21.5,12.7,2023-04-11T00:30:00,2023-04-10T19:00:00,1681153200
153,145,2023-04-10:18,9,79,28,21,13,2023-04-10T23:30:00,2023-04-10T18:00:00,1681149600
134,144,2023-04-10:17,10,79.3,26.7,20,12,2023-04-10T22:30:00,2023-04-10T17:00:00,1681146000
142,143,2023-04-10:16,11,79.7,25.3,19,11,2023-04-10T21:30:00,2023-04-10T16:00:00,1681142400
126,142,2023-04-10:15,12,80,24,18,10,2023-04-10T20:30:00,2023-04-10T15:00:00,1681138800
118,124,2023-04-10:14,8.7,90.7,21.3,16,9.3,2023-04-10T19:30:00,2023-04-10T14:00:00,1681135200
95,106,2023-04-10:13,5.3,101.3,18.7,14,8.7,2023-04-10T18:30:00,2023-04-10T13:00:00,1681131600
95,88,2023-04-10:12,2,112,16,12,8,2023-04-10T17:30:00,2023-04-10T12:00:00,1681128000
104,87,2023-04-10:11,1.7,115,19,14.25,8,2023-04-10T16:30:00,2023-04-10T11:00:00,1681124400
104,86,2023-04-10:10,1.3,118,22,16.5,8,2023-04-10T15:30:00,2023-04-10T10:00:00,1681120800
95,85,2023-04-10:09,1,121,25,18.75,8,2023-04-10T14:30:00,2023-04-10T09:00:00,1681117200
91,84,2023-04-10:08,1,120.3,25.3,19,8.3,2023-04-10T13:30:00,2023-04-10T08:00:00,1681113600
104,83,2023-04-10:07,1,119.7,25.7,19.25,8.7,2023-04-10T12:30:00,2023-04-10T07:00:00,1681110000
129,82,2023-04-10:06,1,119,26,19.5,9,2023-04-10T11:30:00,2023-04-10T06:00:00,1681106400
115,93.3,2023-04-10:05,2.3,110.7,29,21.75,8.3,2023-04-10T10:30:00,2023-04-10T05:00:00,1681102800
129,104.7,2023-04-10:04,3.7,102.3,32,24,7.7,2023-04-10T09:30:00,2023-04-10T04:00:00,1681099200
151,116,2023-04-10:03,5,94,35,26.25,7,2023-04-10T08:30:00,2023-04-10T03:00:00,1681095600
161,113.7,2023-04-10:02,4.7,86.7,34,25.5,7.3,2023-04-10T07:30:00,2023-04-10T02:00:00,1681092000
139,111.3,2023-04-10:01,4.3,79.3,33,24.75,7.7,2023-04-10T06:30:00,2023-04-10T01:00:00,1681088400
137,109,2023-04-10:00,4,72,32,24,8,2023-04-10T05:30:00,2023-04-10T00:00:00,1681084800
137,110.7,2023-04-09:23,4.3,71,31,23.25,9,2023-04-10T04:30:00,2023-04-09T23:00:00,1681081200
115,112.3,2023-04-09:22,4.7,70,30,22.5,10,2023-04-10T03:30:00,2023-04-09T22:00:00,1681077600
100,114,2023-04-09:21,5,69,29,21.75,11,2023-04-10T02:30:00,2023-04-09T21:00:00,1681074000
93,117.7,2023-04-09:20,6,71,27.7,20.75,11.7,2023-04-10T01:30:00,2023-04-09T20:00:00,1681070400
115,121.3,2023-04-09:19,7,73,26.3,19.75,12.3,2023-04-10T00:30:00,2023-04-09T19:00:00,1681066800
107,125,2023-04-09:18,8,75,25,18.75,13,2023-04-09T23:30:00,2023-04-09T18:00:00,1681063200
104,126.7,2023-04-09:17,8.7,77,24.3,18.25,12.3,2023-04-09T22:30:00,2023-04-09T17:00:00,1681059600
110,128.3,2023-04-09:16,9.3,79,23.7,17.75,11.7,2023-04-09T21:30:00,2023-04-09T16:00:00,1681056000
129,130,2023-04-09:15,10,81,23,17.25,11,2023-04-09T20:30:00,2023-04-09T15:00:00,1681052400
126,118,2023-04-09:14,7.3,92,21,15.75,11,2023-04-09T19:30:00,2023-04-09T14:00:00,1681048800
100,106,2023-04-09:13,4.7,103,19,14.25,11,2023-04-09T18:30:00,2023-04-09T13:00:00,1681045200
89,94,2023-04-09:12,2,114,17,12.75,11,2023-04-09T17:30:00,2023-04-09T12:00:00,1681041600
85,95.3,2023-04-09:11,1.7,119,24,18,12,2023-04-09T16:30:00,2023-04-09T11:00:00,1681038000
87,96.7,2023-04-09:10,1.3,124,31,29,13,2023-04-09T15:30:00,2023-04-09T10:00:00,1681034400
89,98,2023-04-09:09,1,129,38,30,14,2023-04-09T14:30:00,2023-04-09T09:00:00,1681030800
95,98.3,2023-04-09:08,1,127.3,38.3,33,15.3,2023-04-09T13:30:00,2023-04-09T08:00:00,1681027200
91,98.7,2023-04-09:07,1,125.7,38.7,31,16.7,2023-04-09T12:30:00,2023-04-09T07:00:00,1681023600
100,99,2023-04-09:06,1,124,39,35,18,2023-04-09T11:30:00,2023-04-09T06:00:00,1681020000
98,100,2023-04-09:05,1,114.3,37.7,34,16.7,2023-04-09T10:30:00,2023-04-09T05:00:00,1681016400
121,101,2023-04-09:04,1,104.7,36.3,27.25,15.3,2023-04-09T09:30:00,2023-04-09T04:00:00,1681012800
121,102,2023-04-09:03,1,95,35,26.25,14,2023-04-09T08:30:00,2023-04-09T03:00:00,1681009200
131,105.7,2023-04-09:02,1.7,86,34.7,26,13.7,2023-04-09T07:30:00,2023-04-09T02:00:00,1681005600
107,109.3,2023-04-09:01,2.3,77,34.3,25.75,13.3,2023-04-09T06:30:00,2023-04-09T01:00:00,1681002000
95,113,2023-04-09:00,3,68,34,33,13,2023-04-09T05:30:00,2023-04-09T00:00:00,1680998400
95,118,2023-04-08:23,3.7,70,34.3,33,15,2023-04-09T04:30:00,2023-04-08T23:00:00,1680994800
123,123,2023-04-08:22,4.3,72,34.7,26,17,2023-04-09T03:30:00,2023-04-08T22:00:00,1680991200
134,128,2023-04-08:21,5,74,35,26.25,19,2023-04-09T02:30:00,2023-04-08T21:00:00,1680987600
151,132,2023-04-08:20,5,80,35.3,26.5,20.7,2023-04-09T01:30:00,2023-04-08T20:00:00,1680984000
151,136,2023-04-08:19,5,86,35.7,26.75,22.3,2023-04-09T00:30:00,2023-04-08T19:00:00,1680980400
150,140,2023-04-08:18,5,92,36,27,24,2023-04-08T23:30:00,2023-04-08T18:00:00,1680976800
160,137.7,2023-04-08:17,4.7,94,34.7,26,22.7,2023-04-08T22:30:00,2023-04-08T17:00:00,1680973200
156,135.3,2023-04-08:16,4.3,96,33.3,25,21.3,2023-04-08T21:30:00,2023-04-08T16:00:00,1680969600
156,133,2023-04-08:15,4,98,32,24,20,2023-04-08T20:30:00,2023-04-08T15:00:00,1680966000
126,129,2023-04-08:14,3,110.7,29.7,22.25,21.3,2023-04-08T19:30:00,2023-04-08T14:00:00,1680962400
98,125,2023-04-08:13,2,123.3,27.3,20.5,22.7,2023-04-08T18:30:00,2023-04-08T13:00:00,1680958800
102,121,2023-04-08:12,1,136,25,18.75,24,2023-04-08T17:30:00,2023-04-08T12:00:00,1680955200
98,126,2023-04-08:11,1.3,139.7,29.7,22.25,27.3,2023-04-08T16:30:00,2023-04-08T11:00:00,1680951600
104,131,2023-04-08:10,1.7,143.3,34.3,25.75,30.7,2023-04-08T15:30:00,2023-04-08T10:00:00,1680948000
95,136,2023-04-08:09,2,147,39,33,34,2023-04-08T14:30:00,2023-04-08T09:00:00,1680944400
93,138.7,2023-04-08:08,1.7,143.3,38.7,32,40.7,2023-04-08T13:30:00,2023-04-08T08:00:00,1680940800
91,141.3,2023-04-08:07,1.3,139.7,38.3,31,47.3,2023-04-08T12:30:00,2023-04-08T07:00:00,1680937200
91,144,2023-04-08:06,1,136,38,31,54,2023-04-08T11:30:00,2023-04-08T06:00:00,1680933600
76,150.7,2023-04-08:05,1.3,124.7,41,24,56.3,2023-04-08T10:30:00,2023-04-08T05:00:00,1680930000
82,157.3,2023-04-08:04,1.7,113.3,44,27,58.7,2023-04-08T09:30:00,2023-04-08T04:00:00,1680926400
98,164,2023-04-08:03,2,102,47,34,61,2023-04-08T08:30:00,2023-04-08T03:00:00,1680922800
102,166,2023-04-08:02,2.7,87.3,49,36,49.3,2023-04-08T07:30:00,2023-04-08T02:00:00,1680919200
82,168,2023-04-08:01,3.3,72.7,51,27,37.7,2023-04-08T06:30:00,2023-04-08T01:00:00,1680915600
95,170,2023-04-08:00,4,58,53,33,26,2023-04-08T05:30:00,2023-04-08T00:00:00,1680912000
118,166.3,2023-04-07:23,3.7,62.7,53.7,42,24.7,2023-04-08T04:30:00,2023-04-07T23:00:00,1680908400
118,162.7,2023-04-07:22,3.3,67.3,54.3,42,23.3,2023-04-08T03:30:00,2023-04-07T22:00:00,1680904800
80,159,2023-04-07:21,3,72,55,26,22,2023-04-08T02:30:00,2023-04-07T21:00:00,1680901200
98,156.7,2023-04-07:20,2.7,74,54,34,19,2023-04-08T01:30:00,2023-04-07T20:00:00,1680897600
89,154.3,2023-04-07:19,2.3,76,53,30,16,2023-04-08T00:30:00,2023-04-07T19:00:00,1680894000
110,152,2023-04-07:18,2,78,52,39,13,2023-04-07T23:30:00,2023-04-07T18:00:00,1680890400
102,148.3,2023-04-07:17,2,82.7,50.7,36,12.3,2023-04-07T22:30:00,2023-04-07T17:00:00,1680886800
107,144.7,2023-04-07:16,2,87.3,49.3,38,11.7,2023-04-07T21:30:00,2023-04-07T16:00:00,1680883200
104,141,2023-04-07:15,2,92,48,37,11,2023-04-07T20:30:00,2023-04-07T15:00:00,1680879600
104,131.7,2023-04-07:14,2,96.3,40.7,37,10,2023-04-07T19:30:00,2023-04-07T14:00:00,1680876000
104,122.3,2023-04-07:13,2,100.7,33.3,25,9,2023-04-07T18:30:00,2023-04-07T13:00:00,1680872400
118,113,2023-04-07:12,2,105,26,19.5,8,2023-04-07T17:30:00,2023-04-07T12:00:00,1680868800
118,109.3,2023-04-07:11,1.7,106.3,27.3,20.5,9,2023-04-07T16:30:00,2023-04-07T11:00:00,1680865200
104,105.7,2023-04-07:10,1.3,107.7,28.7,21.5,10,2023-04-07T15:30:00,2023-04-07T10:00:00,1680861600
104,102,2023-04-07:09,1,109,30,22.5,11,2023-04-07T14:30:00,2023-04-07T09:00:00,1680858000
87,100,2023-04-07:08,1,105.3,30.3,29,12,2023-04-07T13:30:00,2023-04-07T08:00:00,1680854400
91,98,2023-04-07:07,1,101.7,30.7,23,13,2023-04-07T12:30:00,2023-04-07T07:00:00,1680850800
85,96,2023-04-07:06,1,98,31,28,14,2023-04-07T11:30:00,2023-04-07T06:00:00,1680847200
89,96.3,2023-04-07:05,1.7,85.7,28.7,21.5,14,2023-04-07T10:30:00,2023-04-07T05:00:00,1680843600
82,96.7,2023-04-07:04,2.3,73.3,26.3,19.75,14,2023-04-07T09:30:00,2023-04-07T04:00:00,1680840000
91,97,2023-04-07:03,3,61,24,18,14,2023-04-07T08:30:00,2023-04-07T03:00:00,1680836400
153,112.3,2023-04-07:02,4.7,53.3,27,20.25,18.3,2023-04-07T07:30:00,2023-04-07T02:00:00,1680832800
107,127.7,2023-04-07:01,6.3,45.7,30,22.5,22.7,2023-04-07T06:30:00,2023-04-07T01:00:00,1680829200
100,143,2023-04-07:00,8,38,33,24.75,27,2023-04-07T05:30:00,2023-04-07T00:00:00,1680825600
100,146.3,2023-04-06:23,7.3,45,35.7,35,26,2023-04-07T04:30:00,2023-04-06T23:00:00,1680822000
142,149.7,2023-04-06:22,6.7,52,38.3,28.75,25,2023-04-07T03:30:00,2023-04-06T22:00:00,1680818400
197,153,2023-04-06:21,6,59,41,30.75,24,2023-04-07T02:30:00,2023-04-06T21:00:00,1680814800
137,148.3,2023-04-06:20,5.3,62,40.7,30.5,20,2023-04-07T01:30:00,2023-04-06T20:00:00,1680811200
145,143.7,2023-04-06:19,4.7,65,40.3,30.25,16,2023-04-07T00:30:00,2023-04-06T19:00:00,1680807600
156,139,2023-04-06:18,4,68,40,30,12,2023-04-06T23:30:00,2023-04-06T18:00:00,1680804000
155,137,2023-04-06:17,4.3,71.3,38.3,28.75,12.7,2023-04-06T22:30:00,2023-04-06T17:00:00,1680800400
137,135,2023-04-06:16,4.7,74.7,36.7,27.5,13.3,2023-04-06T21:30:00,2023-04-06T16:00:00,1680796800
137,133,2023-04-06:15,5,78,35,26.25,14,2023-04-06T20:30:00,2023-04-06T15:00:00,1680793200
169,127.7,2023-04-06:14,4,90.7,33.7,25.25,14.7,2023-04-06T19:30:00,2023-04-06T14:00:00,1680789600
161,122.3,2023-04-06:13,3,103.3,32.3,24.25,15.3,2023-04-06T18:30:00,2023-04-06T13:00:00,1680786000
142,117,2023-04-06:12,2,116,31,23.25,16,2023-04-06T17:30:00,2023-04-06T12:00:00,1680782400
123,120.3,2023-04-06:11,1.7,121.7,34,25.5,15.7,2023-04-06T16:30:00,2023-04-06T11:00:00,1680778800
142,123.7,2023-04-06:10,1.3,127.3,37,27.75,15.3,2023-04-06T15:30:00,2023-04-06T10:00:00,1680775200
145,127,2023-04-06:09,1,133,40,30,15,2023-04-06T14:30:00,2023-04-06T09:00:00,1680771600
121,126,2023-04-06:08,1,127.3,39.7,29.75,15.3,2023-04-06T13:30:00,2023-04-06T08:00:00,1680768000
99,125,2023-04-06:07,1,121.7,39.3,34.67,15.7,2023-04-06T12:30:00,2023-04-06T07:00:00,1680764400
80,124,2023-04-06:06,1,116,39,26,16,2023-04-06T11:30:00,2023-04-06T06:00:00,1680760800
77,125.3,2023-04-06:05,2.3,103,37.3,24.67,16.7,2023-04-06T10:30:00,2023-04-06T05:00:00,1680757200
74,126.7,2023-04-06:04,3.7,90,35.7,23.33,17.3,2023-04-06T09:30:00,2023-04-06T04:00:00,1680753600
72,128,2023-04-06:03,5,77,34,22,18,2023-04-06T08:30:00,2023-04-06T03:00:00,1680750000
